time,blink_count,ear,fatigue_score,stress_score
2026-03-15 22:17:01,20,0.202,78,0
2026-03-15 22:17:01,20,0.21,80,0
2026-03-15 22:17:01,20,0.205,82,0
2026-03-15 22:17:01,20,0.221,84,0
2026-03-15 22:17:01,20,0.202,86,0
2026-03-15 22:17:01,20,0.225,88,0
2026-03-15 22:17:01,20,0.221,90,0
2026-03-15 22:17:01,20,0.206,92,0
2026-03-15 22:17:02,20,0.197,93,0
2026-03-15 22:17:02,20,0.216,95,0
2026-03-15 22:17:02,20,0.224,97,0
2026-03-15 22:17:02,20,0.216,99,0
2026-03-15 22:17:02,20,0.143,100,0
2026-03-15 22:17:02,20,0.151,100,0
2026-03-15 22:17:02,20,0.14,100,0
2026-03-15 22:17:02,20,0.134,100,0
2026-03-15 22:17:02,20,0.047,100,0
2026-03-15 22:17:02,20,0.055,100,0
2026-03-15 22:17:02,20,0.053,100,0
2026-03-15 22:17:02,20,0.054,100,0
2026-03-15 22:17:02,20,0.181,100,0
2026-03-15 22:17:02,20,0.186,100,0
2026-03-15 22:17:02,20,0.185,100,0
2026-03-15 22:17:02,20,0.192,100,0
2026-03-15 22:17:02,20,0.054,100,0
2026-03-15 22:17:02,20,0.059,100,0
2026-03-15 22:17:02,20,0.053,100,0
2026-03-15 22:17:02,20,0.061,100,0
2026-03-15 22:17:02,20,0.23,100,0
2026-03-15 22:17:02,20,0.22,100,0
2026-03-15 22:17:02,20,0.224,100,0
2026-03-15 22:17:02,20,0.215,100,0
2026-03-15 22:17:04,21,0.121,60,0
2026-03-15 22:17:04,21,0.06,62,1
2026-03-15 22:17:04,21,0.106,64,1
2026-03-15 22:17:04,21,0.085,66,1
2026-03-15 22:17:04,21,0.089,68,1
2026-03-15 22:17:04,21,0.062,70,1
2026-03-15 22:17:04,21,0.065,72,1
2026-03-15 22:17:04,21,0.126,74,2
2026-03-15 22:17:04,21,0.128,76,2
2026-03-15 22:17:04,21,0.093,78,2
2026-03-15 22:17:04,21,0.084,80,2
2026-03-15 22:17:04,21,0.114,82,2
2026-03-15 22:17:04,21,0.122,84,3
2026-03-15 22:17:05,21,0.142,86,3
2026-03-15 22:17:05,21,0.143,88,3
2026-03-15 22:17:05,21,0.15,90,3
2026-03-15 22:17:05,21,0.111,92,3
2026-03-15 22:17:05,21,0.119,94,3
2026-03-15 22:17:05,21,0.118,96,3
2026-03-15 22:17:05,21,0.146,97,4
2026-03-15 22:17:05,21,0.136,99,4
2026-03-15 22:17:05,21,0.103,100,4
2026-03-15 22:17:05,21,0.119,100,4
2026-03-15 22:17:05,21,0.126,100,4
2026-03-15 22:17:05,21,0.102,100,4
2026-03-15 22:17:05,21,0.142,100,5
2026-03-15 22:17:05,21,0.16,100,5
2026-03-15 22:17:05,21,0.148,100,5
2026-03-15 22:17:05,21,0.16,100,5
2026-03-15 22:17:05,21,0.152,100,5
2026-03-15 22:17:05,21,0.162,100,6
2026-03-15 22:17:05,21,0.16,100,6
2026-03-15 22:17:05,21,0.161,100,6
2026-03-15 22:17:05,21,0.16,100,6
2026-03-15 22:17:05,21,0.055,100,6
2026-03-15 22:17:05,21,0.056,100,6
2026-03-15 22:17:05,21,0.053,100,6
2026-03-15 22:17:06,21,0.149,100,7
2026-03-15 22:17:06,21,0.148,100,7
2026-03-15 22:17:06,21,0.166,100,7
2026-03-15 22:17:06,21,0.164,100,7
2026-03-15 22:17:06,21,0.164,100,7
2026-03-15 22:17:06,21,0.164,100,7
2026-03-15 22:17:06,21,0.187,100,8
2026-03-15 22:17:06,21,0.186,100,8
2026-03-15 22:17:06,21,0.186,100,8
2026-03-15 22:17:06,21,0.185,100,8
2026-03-15 22:17:06,21,0.187,100,8
2026-03-15 22:17:06,21,0.201,100,8
2026-03-15 22:17:06,21,0.185,100,8
2026-03-15 22:17:06,21,0.201,100,8
